employee_id,first_name,last_name,position,hire_date,fire_date,salary
136,Megan,Butler,Pilot,2025-04-04,,8300.0
137,Robert,Martin,Pilot,2023-07-28,,6600.0
138,Robert,Horn,Navigator,2025-03-02,,7100.0
139,Edward,Davis,Technician,2024-11-09,,5800.0
140,Joshua,Alexander,Navigator,2025-05-20,,6800.0
141,Robert,Howe,Pilot,2025-02-15,,8000.0
142,Sheila,Todd,Navigator,2024-05-18,,7900.0
143,Jennifer,Nunez,Mission Specialist,2023-03-19,,9500.0
144,Donald,Murphy,Navigator,2024-06-15,,5800.0
145,Barbara,Beasley,Navigator,2023-04-26,,9000.0
146,Jacob,Baker,Technician,2023-07-26,,5600.0
147,Lisa,Lin,Pilot,2024-04-19,,9100.0
148,Nathaniel,Hicks,Navigator,2024-07-03,,5900.0
149,Crystal,Simmons,Pilot,2024-12-23,,7800.0
150,Kelly,Johnson,Commander,2024-11-26,,11600.0
151,Anthony,Moore,Commander,2023-10-13,,12600.0
152,Kelly,Henson,Pilot,2024-08-10,,6700.0
153,Jaclyn,Lewis,Pilot,2023-08-02,2024-06-23,8800.0
154,Paige,Patel,Commander,2023-07-19,,12300.0
155,Robin,Lawson,Navigator,2025-05-15,2023-10-11,7400.0
156,Mark,Blair,Navigator,2023-12-17,,7000.0
157,Christopher,Bray,Technician,2024-06-28,,4600.0
158,Heather,Graves,Technician,2024-05-28,,4800.0
159,Brian,Mckee,Mission Specialist,2023-03-07,,10500.0
160,Kevin,Townsend,Navigator,2025-03-27,,5900.0
161,Rebecca,Garcia,Navigator,2023-05-09,,7100.0
162,Rebecca,Harmon,Pilot,2024-12-16,,8400.0
163,Daniel,Kennedy,Navigator,2023-06-15,,7500.0
164,Fred,Espinoza,Commander,2025-04-30,,9400.0
165,John,Adams,Pilot,2023-10-21,2024-05-12,6600.0
166,Abigail,Garcia,Pilot,2024-04-29,,9000.0
167,Shane,Bell,Pilot,2024-03-23,,6700.0
168,Christine,Reid,Navigator,2023-07-31,2024-08-22,8500.0
169,Trevor,Pearson,Navigator,2023-06-13,2024-08-13,6500.0
170,Amanda,Rivera,Mission Specialist,2023-07-04,,10800.0
171,Gregory,Johnson,Pilot,2023-10-04,,9100.0
172,Paul,Wang,Mission Specialist,2023-07-22,,10200.0
173,Alexander,Martinez,Pilot,2023-10-22,,7900.0
174,Jose,Reyes,Pilot,2023-04-23,2024-07-14,7600.0
175,Erika,Armstrong,Navigator,2024-06-06,,6800.0
176,Ronald,Smith,Pilot,2024-03-17,,6800.0
177,Randy,Hill,Technician,2024-10-28,,5000.0
178,Samantha,Johnson,Pilot,2023-03-15,,8600.0
179,Johnny,Johnson,Mission Specialist,2025-02-23,,9200.0
180,Tamara,Medina,Commander,2023-04-18,,12600.0
181,Valerie,Wright,Pilot,2025-03-03,,6200.0
182,Crystal,Hall,Navigator,2024-11-22,,7900.0
183,Megan,Shaw,Navigator,2023-04-10,,8600.0
184,Micheal,Watson,Technician,2023-10-01,,4900.0
185,Susan,Carroll,Navigator,2023-02-24,,7200.0
186,Jason,Vance,Pilot,2023-07-28,,7600.0
187,Clayton,Arias,Pilot,2023-06-21,,6400.0
188,Jodi,Perry,Navigator,2024-10-30,,6100.0
189,Timothy,Le,Navigator,2024-06-22,,7800.0
190,Richard,Griffin,Navigator,2023-06-15,,6200.0
191,Sheryl,Martin,Technician,2025-02-22,,5000.0
192,Jennifer,Newman,Navigator,2024-12-01,,6100.0
193,Travis,Escobar,Pilot,2023-04-09,,7800.0
194,Antonio,Ramsey,Technician,2023-12-16,,6000.0
195,Bernard,Lopez,Pilot,2023-01-25,,8600.0
196,Brendan,Preston,Technician,2024-08-06,,6000.0
197,Alicia,Oconnell,Pilot,2024-05-17,,8000.0
198,Shelly,Leon,Commander,2023-04-12,,11600.0
199,Barbara,Rhodes,Pilot,2023-11-11,,8500.0
200,Brenda,Foster,Navigator,2024-07-22,,5800.0
201,Anthony,Walker,Pilot,2023-10-11,2024-08-13,8165.0
202,Katie,Bradley,Navigator,2023-10-11,2024-07-21,8510.0
203,Kristen,Lloyd,Pilot,2024-08-22,,8855.0
204,Antonio,Calderon,Navigator,2024-08-22,,9775.0
205,Taylor,Lopez,Pilot,2024-08-18,2024-04-27,9315.0
206,Leslie,Barron,Navigator,2024-08-18,,8970.0
207,Jennifer,Johnson,Pilot,2024-08-13,,9389.75
208,Joseph,Vaughan,Navigator,2024-08-13,,7475.0
209,John,Haas,Pilot,2024-05-30,2024-06-30,9430.0
210,Joann,Davidson,Navigator,2024-05-30,,10005.0
211,Jesse,Randolph,Pilot,2024-06-23,,10120.0
212,Cory,Henderson,Navigator,2024-06-23,,7245.0
213,Kimberly,Rodriguez,Pilot,2024-06-25,,11155.0
214,James,Mckay,Navigator,2024-06-25,,8165.0
215,George,Johnson,Pilot,2024-04-27,2024-06-11,10712.25
216,Danielle,Phillips,Navigator,2024-04-27,,8280.0
217,Kristina,Rowe,Pilot,2024-06-11,,12319.09
218,Sarah,Dennis,Navigator,2024-06-11,2024-05-12,9430.0
219,Monique,Moran,Pilot,2024-05-12,,7590.0
220,Tyler,West,Navigator,2024-05-12,,10844.5
221,Craig,Deleon,Pilot,2024-06-12,,10695.0
222,Mark,Castro,Navigator,2024-06-12,,8970.0
223,Jared,Guerrero,Pilot,2024-07-14,,8740.0
224,Jessica,Anderson,Navigator,2024-07-14,,7935.0
225,Nicholas,Gomez,Pilot,2024-06-30,,10844.5
226,Nathan,Smith,Navigator,2024-06-30,,8510.0
227,Joseph,Smith,Pilot,2024-07-21,,9890.0
228,Mark,Holmes,Navigator,2024-07-21,,9786.5
229,Kelly,Mitchell,Pilot,2024-08-18,,11155.0
230,Tanya,Moyer,Navigator,2024-08-18,,8050.0
